# Frozen Runtime Coverage Tripwire Restoration Batch 1 inventory v1
# Columns: inventory, classification, path, detail, authorizing_batch, focused_test
# Every row is path-level governing truth; counts are derived diagnostics only.
inventory	classification	path	detail	authorizing_batch	focused_test
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/DurableProviderExecutionAuthorityContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/DurableProviderExecutionAuthorityIssuanceContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/DurableProviderExecutionAuthorityIssuanceService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ImperatorCorridorDispositionScopeGrantContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ImperatorPrincipalConstitutionAuthorityContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ImperatorPrincipalProvenanceFixtureStore.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ImperatorProviderExecutorPrincipalActivationDecisionScopeGrantContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/OutboundEmailAuthorizationIssuanceContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/OutboundEmailAuthorizationIssuanceService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/OutboundEmailDecisionService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/PrincipalActivationDecisionAuthorityProvenanceAdversarialAuditResultContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/PrincipalActivationDecisionAuthorityProvenanceAdversarialAuditService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/PrincipalActivationDecisionAuthorityProvenanceAggregateResultContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/PrincipalActivationDecisionAuthorityProvenanceBatch5BValidator.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/PrincipalActivationDecisionAuthorityProvenanceProductionContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/PrincipalActivationDecisionAuthorityProvenanceProductionService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/PrincipalActivationDecisionAuthorityProvenanceReadOnlyAggregateReconstructionService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/PrincipalActivationDecisionAuthorityProvenanceRemediationContractValidator.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationAuthorityContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationDecisionService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationIssuanceContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationIssuanceService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationReconciledDecisionInputContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationRevocationAuthorityContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationRevocationAuthorityIssuanceContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationRevocationAuthorityIssuanceService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationStateReconciliationAdversarialAuditResultContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingActivationStateReconciliationAdversarialAuditService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingAuthorizationContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorAtomicLiveTransitionAuthorityBoundaryContractValidator.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorAtomicLiveTransitionAuthorityContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorAtomicLiveTransitionAuthorityIssuanceBoundaryContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorCreationAuthorityBoundaryContractValidator.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorCreationAuthorityContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorCreationAuthorityIssuanceBoundaryContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorCreationAuthorityV2Contract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorLiveAdoptionAdversarialAuditResultContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorLiveAdoptionAdversarialAuditService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorLiveAdoptionAuthorityBoundaryContractValidator.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorLiveAdoptionAuthorityContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorLiveAdoptionAuthorityIssuanceBoundaryContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorProductionAdoptionAdversarialAuditResultContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorProductionAdoptionAdversarialAuditService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorProductionDecisionV2Contract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorProductionRealizationAdversarialAuditResultContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderBindingSuccessorProductionRealizationAdversarialAuditService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderExecutionBoundaryDefinitionIssuanceContract.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
RUNTIME_CANDIDATE	APPROVED_POST_BATCH12_SUCCESSOR	src/Imperium/Runtime/Imperator/ProviderExecutionBoundaryRedesignInertIssuanceService.php	Mechanically detected post-Batch-12 authority candidate	FROZEN_RUNTIME_COVERAGE_TRIPWIRE_RESTORATION_BATCH_1	TransactionalAuthorityConsumptionBatch12CoverageTest::testMechanicalRuntimeCoverageMatchesTheFrozenBatch12Snapshot
